,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
SRR2143931,9.9153,8.0342,1.2353,9.2094,8.4718,2.3718,6.6367,7.573,7.0991,9.0523,7.0521,5.8687,6.4475,4.8431,8.2224,6.6699,3.8172,8.5776,6.6022,5.5689,8.2169,7.2852,7.6178,0.8911,8.2299,0.0,3.8724,7.3027,5.795,6.1571,0.0,0.0,1.6588,3.0069,6.2586,6.45,4.766,7.8069,8.2465,4.9941,0.0,6.0039,5.9676,0.0,4.0058,3.9733,4.9824,5.4093,0.0,6.2131,0.532,5.7594,0.0,5.2066,1.2597,5.8556,3.9303,0.0,2.2776,2.6296,1.7643,0.0,3.1156,4.8659,5.611,5.4352,4.2683,5.8542,0.0,0.0,0.0,9.671,3.5919,0.0,5.7274,2.7693,0.4831,6.4326,0.0,0.9559,3.4811,3.3306,0.0,3.3354,1.6521,0.0,0.0,1.7644,0.0,6.3139,8.2091,0.0,2.3372,4.1038,0.0,0.0,8.1487,0.4628,5.2025,4.5073,3.0472,3.5884,1.1598,4.863,4.9732,0.0,6.4976,7.4419,4.8902,1.2723,0.0,6.0015,1.7979,0.3087,4.0507,0.0,0.0,6.8992,0.0,0.0,4.6817,0.0,0.0,0.0,2.4293,0.3272,0.0,3.8393,0.8982,4.7901,0.0,0.0,0.5056,0.0,3.7894,1.8036,1.6968,0.0,3.6193,0.0,2.0013,0.0,0.0,0.0,0.019,1.4802,2.8104,0.0,0.0,0.0,4.2484,1.1935,0.0,0.0,1.1743,0.0,1.2047,0.0,0.1596,0.37,0.0,0.0,0.0,0.0,0.0,0.4363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143932,7.8951,8.9049,8.7135,9.1298,9.0176,3.8307,6.9945,5.9911,3.1471,8.7618,7.8378,1.2859,7.5074,8.1515,0.812,7.9101,6.3902,6.8587,6.9871,7.7817,6.8674,6.1154,5.3682,6.711,8.5274,5.9927,6.7112,4.0447,1.6217,5.5739,7.6362,3.1786,0.0,4.1317,3.0687,3.4153,7.2663,6.2708,3.8457,8.0126,6.1313,5.4657,0.5328,6.3321,6.8999,0.8736,5.935,4.8128,1.5735,3.0356,0.0,4.2719,2.8676,1.3435,2.2367,6.766,5.2581,0.0,2.0326,4.5558,1.5745,1.7638,4.7278,2.0768,3.199,5.374,4.8889,4.2456,0.0,7.1852,0.0,6.324,4.8135,0.0,4.2407,2.1691,0.0,4.5884,0.0,1.5492,0.5216,5.8506,1.6076,0.0,4.1419,0.0,0.0,6.3289,0.0,4.2639,3.569,0.0,0.0,0.0,0.0,7.5395,1.7596,0.0,5.2241,2.3309,2.5086,3.7202,0.642,0.0,1.3647,0.0,4.0353,2.5868,4.9414,0.0,0.0,5.7464,1.1546,0.1547,2.8032,0.0,0.0,2.5906,5.6072,0.5484,0.0,0.0,0.0,0.0,3.9165,0.6316,0.0,0.0,0.956,1.8214,0.0,0.0,1.4368,0.0,1.9566,0.9725,0.1391,0.485,0.0,0.0,3.7632,0.8646,0.0,0.0,0.8468,0.0,0.3221,0.0,0.0,0.0,0.2547,0.0,0.0,0.0,1.1012,0.0,0.0,0.0,0.3164,0.0,0.0,0.0,0.0,0.0,0.0,1.5658,0.0,0.0,0.0,0.0,0.0,1.0959,0.0,0.0
SRR2143934,5.1551,10.257,3.9411,6.5528,6.3366,7.1095,5.6555,8.6771,5.4197,5.7644,7.4596,4.4023,8.3596,7.3104,4.5128,8.4608,8.9072,6.2476,8.7159,8.6904,5.1841,5.0986,2.942,4.9479,6.5031,0.9256,8.5312,0.0,2.839,4.5393,3.107,0.9274,5.3872,1.8401,5.5916,2.1624,6.1861,2.3101,4.0985,3.7465,6.883,4.1263,0.5184,0.0,4.2122,0.1508,6.2115,5.3238,0.0,0.7744,4.7111,2.3914,2.4712,2.7624,1.949,3.0881,1.271,0.0498,1.6207,1.2078,0.0,0.0,1.907,3.4609,1.9684,0.0,3.9624,3.9075,0.0,0.0,2.0145,0.0,0.7751,5.5083,4.7628,6.8104,0.4732,3.6501,3.8443,1.5528,0.2444,5.2565,0.0,0.869,0.0,0.0,3.62,6.5864,0.0,3.3206,1.6689,0.0,0.6504,0.0,0.0,0.0,0.6348,0.0,0.0345,2.3485,2.3415,1.3866,1.1996,0.4113,0.0103,0.8986,0.8552,0.0,1.3221,0.0,1.1954,2.8691,5.4615,0.0,0.0,6.3205,0.0,0.0,0.0,0.0,0.0,0.0,1.7706,1.1609,0.1947,2.4805,0.0,0.6448,0.9983,1.1065,0.0345,0.0,0.0,0.0,1.2201,0.621,2.073,0.0,0.5718,0.0943,0.0,0.0,0.5419,0.0,0.1625,1.6326,0.2094,0.2666,0.0,0.0,5.3842,0.0,0.0,0.0,0.7953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.7231,0.0
SRR2143935,8.3432,9.338,5.3424,7.899,6.624,3.0609,7.8392,4.607,4.2941,6.7701,7.6433,1.6893,7.2753,7.3024,8.1641,5.8369,8.166,8.0488,7.3653,6.5518,4.0081,8.5262,4.3522,0.3426,2.3472,0.5368,7.0526,6.5624,1.2603,5.0201,0.0,0.8919,2.6932,0.0,4.7858,5.1064,6.0806,0.6165,0.0,0.9808,0.427,1.2269,1.4669,0.0,5.0641,7.6007,5.1295,3.8685,0.0,1.8534,0.077,3.9885,1.8812,0.3543,1.1559,4.9212,4.9435,0.0,4.5248,2.2543,2.0396,0.0,3.2385,2.0343,7.2891,1.1146,5.7638,2.1534,0.0,0.0,4.5503,0.1845,1.0856,1.4283,3.2493,4.2027,3.6782,4.14,0.0,1.9465,0.6974,3.6586,0.0,0.0,0.0,0.0,0.0,0.0599,0.0,0.3115,0.0,0.0,0.0,0.0,0.0,0.0,0.8734,0.0,3.6506,0.0,2.8035,2.3137,0.0,0.0506,4.9342,0.0,0.27,0.0,0.9611,0.0,0.0,0.4662,0.0,0.7666,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3805,0.0,0.0472,0.3422,0.0,0.0,0.0,0.0355,0.0,1.9908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518,0.0
SRR2143936,6.3349,9.7337,2.5973,5.9341,5.4015,8.3552,6.1591,8.7127,0.0834,4.8774,7.6443,0.1802,8.3686,7.5127,0.8447,7.1408,7.3834,5.344,7.6804,7.6944,3.2428,4.3977,1.1027,0.0,2.363,0.0,6.5404,0.9398,1.7634,1.2796,3.2498,1.4569,5.1159,0.1403,2.5294,1.5936,7.9982,0.0,0.0,9.0137,0.3585,0.5479,5.2052,0.0,8.1579,0.6553,3.3662,3.0887,0.0,0.0,0.0,3.5874,3.6167,5.5185,0.1858,4.6023,0.1344,0.0,6.311,0.0,0.0,0.0,0.0,0.5819,2.9746,0.0,5.6506,0.0,1.915,0.0,0.0,0.0,1.6814,4.9063,2.1838,0.0,0.0,0.1385,0.0,0.0,0.4093,0.6451,0.0,0.0,2.3099,0.0,0.4647,3.1373,1.9561,3.0917,0.0,0.0,1.6573,0.0,0.0,0.0,0.0,0.0,0.0,0.7906,2.3415,1.482,0.0,0.0,0.0,0.0,0.0,0.0,1.2415,0.0,0.1238,0.6436,0.7538,0.0,0.0,6.7627,0.0,0.0,0.0,2.1252,0.0,0.0,0.0,0.0,0.0,1.9121,0.0,0.0,0.0,0.0,0.8377,0.0,0.0,0.0,0.0,0.0,0.0671,0.0,0.0,0.5057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143937,9.4096,9.0421,1.3013,7.7711,1.1223,8.7543,7.9604,7.0809,2.9755,1.3625,8.3251,0.9665,7.4043,0.0,0.5653,0.763,1.3973,6.0631,7.6705,4.3937,0.1939,7.3407,0.0,0.0,0.0,1.3005,0.1221,0.4178,7.9235,1.1996,6.4524,0.0,6.6876,0.0,5.8191,6.2948,1.5617,0.0,1.4492,8.976,0.0,0.4368,9.2321,0.0,6.4014,0.9055,1.2914,4.6305,0.0,1.0903,0.0,0.0884,3.5376,8.0739,1.5038,0.0,0.4488,0.0,0.0,0.0,5.5279,0.0,0.0,0.0,8.3341,0.0,6.2773,0.1496,1.1407,0.0,0.0,0.0,0.0,6.2706,1.1908,0.0,0.0,0.5894,0.0,0.0,1.3872,1.2896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9727,0.0,0.0,1.2824,0.0,0.0,0.0,0.0,0.0,1.5569,5.5696,1.1914,0.0,0.0,0.0,0.0,2.6298,0.0,0.0,2.2508,0.8842,3.5802,0.0,0.0,0.0,0.0,6.1991,0.0,0.0,0.0,4.4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0624,0.0,0.0,0.0,0.0,0.0
SRR2143942,7.1565,8.6559,1.6112,7.4808,8.2968,8.6469,4.7605,5.1478,7.0683,7.3838,5.2395,6.6283,5.3187,7.1133,5.9548,6.7634,5.1501,6.3654,6.0422,5.6572,6.2063,6.1724,4.5763,4.213,5.6211,0.5736,5.5134,6.1321,1.9757,3.5042,0.0,4.7099,6.0346,5.5391,2.4298,2.2884,8.7646,2.1433,4.8928,8.0337,4.9548,1.8405,7.8998,0.0,8.5516,0.0,5.0171,4.8601,0.0,0.9724,3.8531,3.1367,0.0,0.2024,5.5557,0.0,4.5895,0.0,2.6951,3.0055,2.6885,0.0,1.6306,3.9239,0.1188,0.32,1.1549,6.6128,0.0,0.0,3.1497,4.3818,4.5511,2.7929,3.0871,2.7624,6.4815,4.6149,0.0,5.1447,9.0528,3.6812,0.0,3.2466,0.0,0.0,4.6721,3.759,0.3439,0.9022,0.5954,0.0,5.719,0.0,3.3428,6.8724,2.8979,0.0,1.8085,4.14,0.9547,6.2467,4.5319,2.9558,4.6794,0.4692,2.4254,0.0,4.1604,0.0,2.3436,2.5039,2.8966,2.2127,0.0,7.1755,2.2723,0.7323,0.0,0.0,0.0,0.0,0.0,2.9449,2.3486,2.8572,0.0,4.5572,1.2877,1.5745,0.352,1.3226,1.6002,0.0,0.6724,2.0734,0.1267,0.0,4.4522,0.0,1.8183,0.0,0.9509,0.0,0.0,0.0,2.5697,0.7841,0.0,0.0,0.1067,0.7475,0.0,0.0,0.0,0.0,0.0,0.0,1.0014,0.0,0.0,0.0,0.5151,0.0,0.0,1.6735,0.0,0.0,0.0,0.0,0.0,1.4281,0.1743,0.0
SRR2143943,8.4914,8.5831,10.3732,7.7059,6.0884,3.3314,4.5931,3.6761,4.6926,7.3359,6.1534,8.2838,6.7383,4.967,7.2863,7.6455,4.5402,7.4786,7.7341,7.116,9.6856,4.5501,7.4781,4.789,7.7052,1.5061,7.3324,6.084,5.6252,7.4935,3.2334,3.9682,0.0,0.7566,6.3462,3.769,5.2419,7.8995,6.652,3.8798,1.478,7.8668,1.0711,0.0,6.1344,5.3717,4.5143,5.7304,0.5521,5.659,0.0,3.2381,0.0,1.7224,3.7456,4.5508,3.8521,1.0948,2.6486,7.1438,1.2953,1.1532,3.9917,4.7192,2.3778,5.0468,4.318,5.875,0.0,0.7991,0.46,4.6169,4.0283,0.3168,5.2294,3.6934,1.4178,5.206,0.0,3.6218,0.5646,5.3575,1.7745,0.0,5.3663,0.0,3.4851,6.7435,0.2514,3.0614,2.9457,0.0,3.2087,0.0,0.0,0.9229,2.3214,2.6268,4.1556,0.0,1.3662,0.9852,0.0,3.1489,4.6396,0.8285,7.363,6.1744,4.306,0.5261,1.8552,5.6849,2.204,0.3016,0.0,0.0714,0.0,5.3568,1.3774,1.6309,4.7768,0.0,0.7298,0.0,2.0936,0.0,0.0,0.0,0.0,2.9317,0.0,0.0,1.933,1.8428,2.7997,2.6661,0.9054,0.0,3.4048,0.0,0.0,0.0,0.6367,0.0,1.79,0.0,1.1455,4.944,0.0,0.3982,0.0405,1.1808,0.0,0.0,0.0,0.0,0.1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4776,0.0,0.0,0.0,0.4768,0.0,0.3304,0.0
SRR2143950,10.998,8.4822,2.438,8.2996,8.4033,8.4127,7.121,6.636,8.4319,7.5671,5.9497,7.5977,7.8143,4.8637,6.7542,6.3243,5.8876,7.3076,9.5361,5.6432,8.9204,7.1938,9.4518,0.0,8.1082,0.6478,2.7862,6.6466,7.146,6.1496,6.5952,2.7328,0.2592,8.973,5.3762,7.1006,7.2782,7.2044,7.4244,5.4482,7.3721,7.9777,6.1452,0.3437,7.8961,5.6933,4.206,6.9911,1.8911,5.2739,0.0,4.5834,0.0,5.0956,5.309,1.7806,6.3532,1.2522,1.1817,8.6715,2.2493,7.3683,3.626,6.1877,3.9256,3.882,3.7298,6.7971,0.0,7.5747,6.5115,0.9716,4.213,0.9841,6.3246,0.0,7.0516,6.499,1.6086,6.3133,6.911,4.7883,5.9436,0.0,1.7722,0.0,0.0,3.8583,0.0,3.8411,5.8165,0.0,4.5103,0.0,3.6266,0.0,1.9433,0.9688,4.2311,2.3852,5.9264,4.3896,3.2512,6.0702,5.8111,4.1823,5.861,5.7474,3.9709,0.0,4.0296,6.1381,3.5115,1.7437,0.0,0.0,5.9995,4.8904,0.6153,2.1846,7.8782,0.0,0.0,5.3682,3.3871,4.4725,0.0,0.6567,3.1253,1.7083,0.7816,0.0,0.0,3.8327,3.4415,2.6227,1.194,0.0,5.0523,0.0,4.8567,1.8332,0.506,0.267,0.0,0.0,0.0,4.6394,0.0804,0.0,1.1454,5.667,0.0,0.0,0.0,3.0902,0.0,0.0,0.6966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8743,0.0,2.2341,0.0,0.0,0.0,0.0,0.0
SRR2143951,8.7247,8.3212,0.4704,8.2409,9.448,0.6908,8.1996,6.0798,6.495,5.898,4.358,0.4291,6.0861,4.319,4.6324,4.966,7.6708,7.4749,6.0203,2.2477,6.42,4.8019,5.6927,4.7097,6.1262,0.0,0.0,2.2153,6.595,7.6083,4.7852,0.0,0.3161,5.1107,5.2179,7.032,6.1487,2.4951,6.8394,0.8449,1.7584,0.4097,6.1978,0.0,5.649,0.9318,2.3464,4.8938,0.0,0.5196,0.3272,0.2256,0.0,5.2295,1.0566,5.3849,0.8241,0.0,2.893,6.884,2.4111,0.0,1.3145,6.3459,3.3737,0.0,5.1855,1.2958,0.0,0.0,0.753,0.0,2.7738,0.0,2.7337,0.0,0.0,0.6802,0.0,0.0,1.129,0.9611,0.0,0.2477,2.3353,0.0,0.0,0.0,0.7302,4.4974,5.4611,0.0,1.1921,1.4296,0.0,0.0,1.0734,0.0,1.0748,4.1542,1.9047,4.7722,0.3729,0.2689,1.4539,0.0,2.0662,6.5587,2.1128,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,1.1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.0817,0.0,0.0,0.0,0.0,0.0,0.0,1.2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143958,9.0005,7.0222,9.7368,8.1916,9.3175,5.4493,7.2264,9.8907,4.0063,7.6485,4.5337,2.1518,6.381,5.275,3.9026,6.289,4.8811,7.1807,6.8884,5.8987,8.2623,4.8371,7.2879,7.9208,6.7572,0.4542,5.6507,6.9636,7.1702,8.6033,7.4864,1.1511,2.0044,6.229,5.1029,6.9053,3.511,8.224,5.3709,5.2447,0.2885,8.4342,6.6337,0.0,5.8973,1.3075,5.1041,6.6198,0.0,3.0466,0.0,4.8785,0.0,7.5236,3.5993,6.2419,1.2691,1.7899,2.8918,5.5865,3.2471,0.9684,2.7862,5.1383,5.541,5.2173,4.858,4.2492,5.8934,0.0,0.0,2.004,3.2502,0.1199,4.7409,0.0,0.0,3.483,0.0,0.5505,4.7098,4.5941,0.0,0.0,3.7441,0.3593,0.0,3.1177,1.0922,7.1917,5.4975,1.3539,0.0,0.1978,0.0,2.5888,0.0,1.7758,2.6737,1.3915,1.458,2.9634,2.1134,4.7141,2.4341,0.94,3.6384,4.3126,2.6468,1.9111,1.804,2.6284,0.0,0.0,3.2426,0.9835,2.7174,1.5172,0.0,0.6596,3.7406,0.0,0.0,0.0,3.7924,0.0,0.0,0.4044,0.0,4.7847,0.0,0.0,0.0,0.0,0.1561,0.0,1.6457,0.0,0.0,0.0,0.0,0.7681,0.0,0.0,0.0,0.0,0.0,1.2774,0.0,0.0,1.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1788,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143959,8.1569,8.3886,1.622,7.6406,8.2702,3.6054,7.1137,5.3658,5.9963,7.7287,7.3836,4.9363,7.4794,5.7994,7.7029,6.9771,7.7423,6.7632,6.4647,6.9605,7.091,4.3025,5.7981,1.6747,7.321,0.0,4.6035,4.9917,4.9198,6.5687,0.0,1.2824,0.0,1.055,5.3133,4.9888,8.0146,6.3184,6.9244,4.5908,0.0,4.2652,5.9291,0.0,5.7584,0.0,6.1812,5.5845,0.0,3.2154,0.0,1.9832,0.0,0.517,3.4551,4.0406,3.7977,0.0,3.5095,3.6529,2.911,0.1332,4.9908,5.7732,4.1588,3.5376,2.8404,7.282,0.0,0.0,0.0,0.0,5.683,4.9421,5.8074,1.8005,0.0,5.1629,0.0,1.2678,2.0796,4.7003,0.0,3.9197,5.3376,0.0,0.0,5.6337,0.5613,2.3343,5.7674,0.0,2.9049,3.0423,0.5462,0.0,0.0,0.0,5.1507,4.5259,3.7116,4.3696,0.0,3.8453,0.0104,0.1577,0.3919,0.0,5.6801,1.4823,1.9512,6.1998,0.0898,1.65,0.0,0.7408,0.0,2.6719,0.0,0.0,0.0,0.0,0.0,0.0,4.1372,0.0,0.0,2.8238,1.8305,2.4265,0.3014,0.0,0.4492,0.0,0.0,0.0,3.4421,0.0,2.3393,0.0,2.9028,0.0,0.0,0.0,3.5436,0.0,1.9322,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.0
SRR2143960,7.5809,7.8103,0.5698,6.2933,7.2059,3.2569,6.3278,2.5598,5.7312,6.669,7.6209,0.4781,7.1627,4.7198,6.1973,5.2994,7.7837,5.1704,5.572,5.4818,6.7081,1.2226,4.7227,2.599,6.9372,0.0,3.2953,4.2349,4.2705,5.2648,0.389,0.5038,0.0,0.6635,4.5929,4.2622,6.7769,3.1198,5.1444,4.8206,0.0,1.085,5.2797,0.0,4.9987,0.3332,5.1092,5.1721,0.0,1.7321,0.0,0.0,0.0,0.0,1.292,3.3602,2.742,0.0,3.2734,0.7771,0.8692,0.4323,3.9598,2.6997,2.8433,2.4742,1.8893,5.7784,0.0,0.0,0.2717,1.747,4.7128,0.7957,4.415,1.225,0.0,4.4821,0.0,0.0528,0.0,2.2446,0.0,2.9928,4.1103,0.0,0.0,4.0217,0.3728,1.3164,4.5848,0.0,1.8886,1.6785,0.0,0.0,0.0,0.0182,2.5708,2.9621,3.1341,2.4482,0.0,1.9746,0.0,0.0,0.0003,0.0,2.9246,0.0,0.0,4.6864,0.0,1.1979,0.0,0.0,0.0,0.686,0.0,0.5972,0.0,0.0,0.0,0.0,2.2349,0.0,0.0,1.3814,1.9008,2.2687,0.0,0.0,0.0,0.0,0.0,0.0,0.6169,0.0,0.6533,0.0,1.388,0.0,0.0,0.0,2.7262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143963,8.6736,8.7456,1.3989,8.855,7.0862,4.2162,7.7478,10.0645,6.1849,7.4422,7.7155,0.4997,7.5512,7.4914,1.3474,7.4534,8.3639,1.8966,8.9,7.818,6.54,7.2039,4.6101,0.0,6.8358,0.4022,0.8589,4.6346,1.0581,5.4691,0.67,0.0,0.6357,2.0239,6.1778,4.3732,5.1985,2.0097,0.0,7.8662,0.0,2.5717,6.6554,0.2617,5.9326,0.2847,4.2677,4.2391,0.0,0.9955,0.0,6.6166,0.7553,5.9434,0.1281,0.4723,0.0,0.0,1.7277,2.8403,1.4448,0.0,5.5043,0.9725,6.3483,0.0,4.9925,2.6537,0.0,0.0836,0.0,0.9845,2.0458,2.955,5.3815,1.9105,0.1502,2.5048,0.0,1.7212,0.8127,4.3252,0.0,0.0,0.5188,0.0,2.3308,5.7105,0.0,8.2994,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,2.18,0.0144,4.4194,4.0339,0.0,0.0,0.409,0.0,0.8015,0.0,2.5902,0.0,0.0,0.6392,1.2381,0.0,0.0,1.5075,0.0,0.0,0.0,0.3749,0.0,0.0,0.0,0.6928,0.0,0.0,0.0,0.0,0.0,0.1189,1.3729,0.0,0.0,0.0,0.0,0.1085,1.1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185,0.0,0.0,0.0,0.0,0.0,4.3645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143964,7.7062,8.8599,2.4912,6.4014,7.9845,8.0628,6.3367,6.9673,6.1726,8.6567,9.1811,8.7885,7.0386,6.5814,1.0872,7.6754,5.7485,6.6088,6.1226,7.3299,8.9756,4.1242,6.3846,6.236,8.4537,0.0,5.876,6.4825,1.9839,5.8155,5.4749,4.4394,3.9661,2.137,4.3453,6.7558,7.3142,7.8269,7.3221,6.3963,0.0,6.0657,6.9167,0.0,8.4765,1.3591,6.0032,4.9281,0.0,1.8725,0.0,0.9488,0.0,4.8547,4.6596,5.3845,0.3206,0.15,1.8508,0.8944,0.0,0.0,5.2135,5.4946,0.736,2.9395,1.3115,4.8919,1.6125,0.0,0.0,0.2808,5.782,3.6551,4.9531,2.1877,0.0,2.0206,0.1739,1.9931,8.3747,5.1509,0.2638,0.0,5.2782,0.0,5.1677,5.8603,2.1031,1.8418,0.655,0.0,1.2022,0.0,4.6178,2.101,0.0,0.9388,2.2921,0.0,0.8803,0.0,1.2974,1.7623,0.0,0.0,0.145,3.2832,2.6968,0.9021,1.1648,5.1429,3.3785,0.767,2.3072,0.9003,0.0,1.4142,2.1479,0.0,0.0,0.0,0.0,0.0,0.1596,1.0167,0.0,0.1777,0.7423,2.5735,0.0,0.5797,0.9731,0.0,0.4184,1.5624,0.8155,0.0,4.8286,0.0,0.0,0.0,0.0,0.0,0.6914,2.9168,6.1111,3.6107,0.0,0.0,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143965,10.5151,8.7598,0.2186,6.7209,7.5122,7.1333,5.4317,2.0664,3.5779,7.4869,4.3681,0.2569,5.2663,3.3307,7.386,5.203,5.8879,5.9002,8.2003,4.3429,8.1582,7.6596,7.9416,0.0,6.5943,5.6394,0.7821,4.6243,6.3652,6.4678,0.0,1.5342,6.21,2.2258,3.6599,0.0,0.0,7.1706,2.8027,1.3675,0.0,7.9893,0.001,0.0,1.0896,5.0226,1.6977,6.3628,0.0,6.0394,3.1845,3.5441,0.0,0.0,6.6223,0.0,1.5647,0.0,1.9082,0.9173,5.8239,0.0,5.2511,1.7188,3.6727,2.4731,3.6446,6.3565,0.0,3.0325,0.0,0.6083,2.7529,1.1326,6.2596,0.0,0.0,5.9287,0.0,1.426,0.0,1.2703,3.6815,0.0,0.5888,0.0,0.0,3.0936,0.0,0.0,0.0,0.0,5.8353,0.0,3.8692,0.0,0.0,0.0,2.4031,2.7019,2.1584,0.0,6.5661,5.1458,0.0,1.1535,0.7526,0.6182,5.0142,3.9709,1.2757,5.7812,2.823,1.0571,0.0,0.0,0.0,5.9032,0.0,0.0,0.0,0.0,0.5875,0.0,0.2694,0.0,0.0,1.4697,2.1667,3.2114,0.0,0.0,0.9372,0.0,1.2309,0.7559,0.0,0.0,2.0092,0.0,2.8336,2.1162,0.0,0.3506,0.0,0.0,0.0,2.0113,3.3844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1493,0.3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR2143966,8.3434,9.2511,1.5116,8.9531,8.4809,5.4673,7.2361,5.3659,8.2767,9.1391,6.8624,8.303,7.1832,7.672,0.8349,8.4094,4.5403,7.8471,7.0326,6.9698,7.6375,5.0704,6.5748,1.722,9.0344,0.7297,5.5558,6.63,5.0678,6.4713,7.1013,3.9465,0.0,2.752,6.2007,6.6117,7.4636,7.1349,6.5624,3.8488,0.0,8.0122,6.4133,0.0,7.2674,4.4385,5.5986,6.928,0.0,3.9488,0.0,6.2585,0.0,5.5414,4.3246,6.3772,3.8432,0.0,4.7219,4.6632,0.0,0.0,3.0995,5.9566,6.5345,6.7831,5.5617,5.509,1.3738,0.0,0.0,5.9327,4.2752,1.2183,4.6987,2.924,1.3714,4.9751,0.0,1.9066,8.3359,5.8266,3.2458,0.0,4.7225,0.0,0.0,7.3257,0.4839,3.8476,0.0,0.0,0.2367,0.367,0.0,1.3223,1.9768,0.0,2.786,0.8734,1.7664,5.7726,0.0,3.3484,0.0,0.0,0.0,0.0482,4.8256,1.4312,0.0,3.5422,0.0,3.3625,0.0,0.0,0.0,2.1399,0.5139,0.5663,0.0,0.0,3.1611,0.0,2.7671,0.1241,0.0,0.0,1.6647,2.4902,0.1585,2.3686,2.32,2.3055,2.2352,2.0287,0.4275,0.0,3.9693,0.0,0.0,0.0,0.0,0.0,3.7367,0.0744,3.2429,0.0,0.0,0.8945,1.3558,0.1393,0.0,0.0,0.0,0.0,0.0,0.0,1.3799,0.0,0.0,0.0,0.0,0.0,0.0,1.003,0.9407,0.0,0.0,0.0,0.0,0.5384,0.1886,0.0
